Series Name,Series Code,Country Name,Country Code,2018 [YR2018],2019 [YR2019]
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Uganda,UGA,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Ukraine,UKR,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,United Arab Emirates,ARE,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,United Kingdom,GBR,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,United States,USA,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Uruguay,URY,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Uzbekistan,UZB,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Vanuatu,VUT,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,"Venezuela, RB",VEN,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Vietnam,VNM,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Virgin Islands (U.S.),VIR,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,West Bank and Gaza,PSE,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,"Yemen, Rep.",YEM,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Zambia,ZMB,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Zimbabwe,ZWE,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Afghanistan,AFG,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Albania,ALB,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Algeria,DZA,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,American Samoa,ASM,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Andorra,AND,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Angola,AGO,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Antigua and Barbuda,ATG,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Argentina,ARG,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Armenia,ARM,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Aruba,ABW,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Australia,AUS,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Austria,AUT,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Azerbaijan,AZE,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Bahamas, The",BHS,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bahrain,BHR,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bangladesh,BGD,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Barbados,BRB,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Belarus,BLR,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Belgium,BEL,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Belize,BLZ,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Benin,BEN,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bermuda,BMU,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bhutan,BTN,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bolivia,BOL,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bosnia and Herzegovina,BIH,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Botswana,BWA,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Brazil,BRA,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,British Virgin Islands,VGB,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Brunei Darussalam,BRN,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Bulgaria,BGR,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Burkina Faso,BFA,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Burundi,BDI,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cabo Verde,CPV,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cambodia,KHM,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cameroon,CMR,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Canada,CAN,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cayman Islands,CYM,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Central African Republic,CAF,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Chad,TCD,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Channel Islands,CHI,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Chile,CHL,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,China,CHN,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Colombia,COL,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Comoros,COM,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Congo, Dem. Rep.",COD,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Congo, Rep.",COG,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Costa Rica,CRI,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cote d'Ivoire,CIV,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Croatia,HRV,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cuba,CUB,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Curacao,CUW,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Cyprus,CYP,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Czech Republic,CZE,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Denmark,DNK,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Djibouti,DJI,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Dominica,DMA,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Dominican Republic,DOM,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ecuador,ECU,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Egypt, Arab Rep.",EGY,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,El Salvador,SLV,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Equatorial Guinea,GNQ,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Eritrea,ERI,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Estonia,EST,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ethiopia,ETH,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Faroe Islands,FRO,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Fiji,FJI,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Finland,FIN,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,France,FRA,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,French Polynesia,PYF,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Gabon,GAB,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Gambia, The",GMB,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Georgia,GEO,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Germany,DEU,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ghana,GHA,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Gibraltar,GIB,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Greece,GRC,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Greenland,GRL,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Grenada,GRD,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guam,GUM,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guatemala,GTM,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guinea,GIN,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guinea-Bissau,GNB,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Guyana,GUY,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Haiti,HTI,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Honduras,HND,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Hong Kong SAR, China",HKG,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Hungary,HUN,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Iceland,ISL,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,India,IND,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Indonesia,IDN,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Iran, Islamic Rep.",IRN,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Iraq,IRQ,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ireland,IRL,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Isle of Man,IMN,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Israel,ISR,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Italy,ITA,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Jamaica,JAM,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Japan,JPN,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Jordan,JOR,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kazakhstan,KAZ,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kenya,KEN,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kiribati,KIR,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Korea, Dem. People’s Rep.",PRK,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Korea, Rep.",KOR,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kosovo,XKX,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kuwait,KWT,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Kyrgyz Republic,KGZ,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lao PDR,LAO,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Latvia,LVA,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lebanon,LBN,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lesotho,LSO,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Liberia,LBR,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Libya,LBY,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Liechtenstein,LIE,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Lithuania,LTU,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Luxembourg,LUX,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Macao SAR, China",MAC,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,North Macedonia,MKD,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Madagascar,MDG,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Malawi,MWI,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Malaysia,MYS,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Maldives,MDV,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mali,MLI,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Malta,MLT,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Marshall Islands,MHL,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mauritania,MRT,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mauritius,MUS,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mexico,MEX,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Micronesia, Fed. Sts.",FSM,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Moldova,MDA,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Monaco,MCO,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mongolia,MNG,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Montenegro,MNE,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Morocco,MAR,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Mozambique,MOZ,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Myanmar,MMR,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Namibia,NAM,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Nauru,NRU,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Nepal,NPL,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Netherlands,NLD,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,New Caledonia,NCL,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,New Zealand,NZL,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Nicaragua,NIC,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Niger,NER,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Nigeria,NGA,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Northern Mariana Islands,MNP,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Norway,NOR,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Oman,OMN,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Pakistan,PAK,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Palau,PLW,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Panama,PAN,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Papua New Guinea,PNG,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Paraguay,PRY,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Peru,PER,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Philippines,PHL,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Poland,POL,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Portugal,PRT,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Puerto Rico,PRI,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Qatar,QAT,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Romania,ROU,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Russian Federation,RUS,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Rwanda,RWA,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Samoa,WSM,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,San Marino,SMR,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sao Tome and Principe,STP,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Saudi Arabia,SAU,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Senegal,SEN,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Serbia,SRB,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Seychelles,SYC,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sierra Leone,SLE,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Singapore,SGP,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sint Maarten (Dutch part),SXM,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Slovak Republic,SVK,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Slovenia,SVN,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Solomon Islands,SLB,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Somalia,SOM,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,South Africa,ZAF,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,South Sudan,SSD,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Spain,ESP,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sri Lanka,LKA,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,St. Kitts and Nevis,KNA,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,St. Lucia,LCA,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,St. Martin (French part),MAF,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,St. Vincent and the Grenadines,VCT,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sudan,SDN,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Suriname,SUR,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Eswatini,SWZ,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Sweden,SWE,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Switzerland,CHE,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Syrian Arab Republic,SYR,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tajikistan,TJK,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tanzania,TZA,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Thailand,THA,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Timor-Leste,TLS,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Togo,TGO,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tonga,TON,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Trinidad and Tobago,TTO,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tunisia,TUN,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Turkey,TUR,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Turkmenistan,TKM,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Turks and Caicos Islands,TCA,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Tuvalu,TUV,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Uganda,UGA,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Ukraine,UKR,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,United Arab Emirates,ARE,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,United Kingdom,GBR,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,United States,USA,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Uruguay,URY,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Uzbekistan,UZB,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Vanuatu,VUT,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Venezuela, RB",VEN,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Vietnam,VNM,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Virgin Islands (U.S.),VIR,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,West Bank and Gaza,PSE,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,"Yemen, Rep.",YEM,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Zambia,ZMB,..,..
CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,Zimbabwe,ZWE,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Afghanistan,AFG,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Albania,ALB,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Algeria,DZA,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,American Samoa,ASM,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Andorra,AND,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Angola,AGO,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Antigua and Barbuda,ATG,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Argentina,ARG,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Armenia,ARM,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Aruba,ABW,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Australia,AUS,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Austria,AUT,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Azerbaijan,AZE,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,"Bahamas, The",BHS,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bahrain,BHR,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bangladesh,BGD,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Barbados,BRB,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Belarus,BLR,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Belgium,BEL,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Belize,BLZ,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Benin,BEN,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bermuda,BMU,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bhutan,BTN,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bolivia,BOL,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bosnia and Herzegovina,BIH,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Botswana,BWA,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Brazil,BRA,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,British Virgin Islands,VGB,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Brunei Darussalam,BRN,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Bulgaria,BGR,..,..
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Burkina Faso,BFA,..,..
